,NoPV,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from Grid Import (gCO2eq),547716216.24,411728419.99,371478878.68,351196263.87,326908630.38,311751863.88,291698429.30,274525657.57,241505589.53
