,NoPV,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Total Yearly CO2 Emissions (gCO2eq),9128603.60,7374482.74,6779142.75,6479138.04,6119894.21,5895707.07,5599092.22,5345085.90,4856778.97
