,NoPV,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from PV Production (gCO2eq),0.00,6351871.59,8398871.84,9432755.18,10670790.78,11444237.01,12469799.11,13349575.93,15066297.80
