,NoPV,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from Battery Discharge (gCO2eq),0.00,0.00,4529141.59,6811474.04,9544477.39,11250015.87,13506559.46,15438952.03,19160603.89
