,"('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'feed_in')","('House1', 'ElectricityGridConnection', 'grid_export')","('House1', 'ElectricityGridConnection', 'grid_import')","('House1', 'ElectricityGridConnection', 'source_import')","('House1', 'PV', 'connection')","('House1', 'PV', 'connection')","('House1', 'PV', 'source')","('House1', 'demand', 'input')"
,"('House1', 'demand', 'input')","('House1', 'ElectricityGridConnection', 'grid_export')","('House1', 'ElectricityGridConnection', 'sink_export')","('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityGridConnection', 'grid_import')","('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'feed_in')","('House1', 'PV', 'connection')","('House1', 'demand', 'sink')"
2023-11-16 05:48:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:49:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:50:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:51:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:52:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:53:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:54:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:55:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:56:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:57:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:58:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 05:59:00+01:00,1440.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0,1440.0
2023-11-16 06:00:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:01:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:02:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:03:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:04:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:05:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:06:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:07:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:08:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:09:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:10:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:11:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:12:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:13:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:14:00+01:00,3120.0,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,3120.0
2023-11-16 06:15:00+01:00,3110.0,0.0,0.0,3110.0,3110.0,0.0,0.0,0.0,3110.0
2023-11-16 06:16:00+01:00,3110.0,0.0,0.0,3110.0,3110.0,0.0,0.0,0.0,3110.0
