,NoPV,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from Battery Discharge (gCO2eq),0.00,0.00,75485.69,113524.57,159074.62,187500.26,225109.32,257315.87,319343.40
