,NoPV,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Total Yearly CO2 Emissions (gCO2eq),9128603.60,7374482.74,6730907.06,6409213.48,6026219.58,5789956.81,5482982.90,5229470.04,4809935.57
