,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Total Yearly CO2 Emissions (gCO2eq),7640533.10,7216688.34,7012932.60,6776154.90,6635330.88,6462205.04,6361338.22,6477186.25
