,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from PV Production (gCO2eq),512342.41,512342.41,512342.41,512342.41,512342.41,512342.41,512342.41,512342.41
