,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from Grid Import (gCO2eq),7128190.69,6677095.93,6456990.18,6198412.49,6041238.47,5840862.63,5707295.81,5692343.84
