,PV_NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from Battery Discharge (gCO2eq),0.00,116195.63,172482.45,239112.44,282269.08,343164.67,401098.12,553889.92
