,"('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'feed_in')","('House1', 'ElectricityGridConnection', 'grid_export')","('House1', 'ElectricityGridConnection', 'grid_import')","('House1', 'ElectricityGridConnection', 'source_import')","('House1', 'PV', 'connection')","('House1', 'PV', 'connection')","('House1', 'PV', 'source')","('House1', 'demand', 'input')","('House1', 'storage1', 'Battery_Storage')"
,"('House1', 'demand', 'input')","('House1', 'storage1', 'Battery_Storage')","('House1', 'ElectricityGridConnection', 'grid_export')","('House1', 'ElectricityGridConnection', 'sink_export')","('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityGridConnection', 'grid_import')","('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'feed_in')","('House1', 'PV', 'connection')","('House1', 'demand', 'sink')","('House1', 'ElectricityCarrier', 'distribution')"
2023-03-25 00:14:00+01:00,7670.0,1.3544997,0.0,0.0,7671.3545,7671.3545,0.0,0.0,0.0,7670.0,0.0
2023-03-25 00:15:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:16:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:17:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:18:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:19:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:20:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:21:00+01:00,7120.0,2.7090106,0.0,0.0,7122.709,7122.709,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:22:00+01:00,7120.0,0.0,0.0,0.0,7120.0,7120.0,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:23:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:24:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:25:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:26:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:27:00+01:00,7120.0,2.7090106,0.0,0.0,7122.709,7122.709,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:28:00+01:00,7120.0,0.0,0.0,0.0,7120.0,7120.0,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:29:00+01:00,7120.0,1.3544997,0.0,0.0,7121.3545,7121.3545,0.0,0.0,0.0,7120.0,0.0
2023-03-25 00:30:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:31:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:32:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:33:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:34:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:35:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:36:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:37:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:38:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:39:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:40:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:41:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:42:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:43:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:44:00+01:00,7010.0,1.3544997,0.0,0.0,7011.3545,7011.3545,0.0,0.0,0.0,7010.0,0.0
2023-03-25 00:45:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:46:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:47:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:48:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:49:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:50:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:51:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:52:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:53:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:54:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:55:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:56:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:57:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:58:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 00:59:00+01:00,6150.0,1.3544997,0.0,0.0,6151.3545,6151.3545,0.0,0.0,0.0,6150.0,0.0
2023-03-25 01:00:00+01:00,6610.0,1.3544997,0.0,0.0,6611.3545,6611.3545,0.0,0.0,0.0,6610.0,0.0
2023-03-25 01:01:00+01:00,6610.0,1.3544997,0.0,0.0,6611.3545,6611.3545,0.0,0.0,0.0,6610.0,0.0
2023-03-25 01:02:00+01:00,6610.0,1.3544997,0.0,0.0,6611.3545,6611.3545,0.0,0.0,0.0,6610.0,0.0
