,"('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'feed_in')","('House1', 'ElectricityGridConnection', 'grid_export')","('House1', 'ElectricityGridConnection', 'grid_import')","('House1', 'ElectricityGridConnection', 'source_import')","('House1', 'PV', 'connection')","('House1', 'PV', 'connection')","('House1', 'PV', 'source')","('House1', 'demand', 'input')","('House1', 'storage1', 'Battery_Storage')"
2023-12-25 06:18:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:19:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:20:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:21:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:22:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:23:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:24:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:25:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:26:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:27:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:28:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:29:00+01:00,1320.0,0.0,0.0,0.0,1320.0,1320.0,0.0,0.0,0.0,1320.0,0.0
2023-12-25 06:30:00+01:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-12-25 06:31:00+01:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-12-25 06:32:00+01:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-12-25 06:33:00+01:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-12-25 06:34:00+01:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-12-25 06:35:00+01:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-12-25 06:36:00+01:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
