,NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from PV Production (gCO2eq),579396.13,579396.13,579396.13,579396.13,579396.13,579396.13,579396.13,579396.13
