,NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Total Yearly CO2 Emissions (gCO2eq),7413845.18,6761575.00,6428852.15,6033679.66,5784851.08,5459683.13,5185329.63,4712233.33
