,NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from Grid Import (gCO2eq),6834449.05,6154928.87,5805856.02,5388883.53,5123704.95,4771287.00,4464233.50,3860337.21
