,NoBattery,5kWh,8kWh,12kWh,15kWh,20kWh,26kWh,50kWh
Yearly CO2 from Battery Discharge (gCO2eq),0.00,76462.39,115742.35,162662.82,192502.45,232158.82,266710.49,334687.02
